submission_a,submission_b,assignment_id,token_similarity,line_similarity,length_similarity,typing_speed_gap,idle_ratio_gap,paste_ratio_gap,tab_switch_gap,suspicion_gap,label,risk_level
sub_0015,sub_1017,assignment_002,0.3077,0.0476,0.8927,55,0.17,0.76,10,76,0,low
sub_0015,sub_1018,assignment_002,0.3077,0.1,0.779,59,0.19,0.79,11,80,0,low
sub_0015,sub_1019,assignment_002,0.2759,0.05,0.9856,57,0.18,0.75,9,77,0,low
sub_0015,sub_1020,assignment_002,0.32,0.0526,0.9279,63,0.2,0.82,13,84,0,low
sub_0016,sub_0017,assignment_002,0.4737,0.1429,0.7379,9,0.09,0.04,1,8,0,low
sub_0016,sub_0018,assignment_002,0.381,0.2143,0.6942,3,0.04,0.03,0,5,0,low
sub_0016,sub_0019,assignment_002,0.65,0.25,0.7893,11,0.11,0.06,2,12,0,medium
sub_0016,sub_0020,assignment_002,0.3462,0.1875,0.9709,6,0.07,0.02,1,7,0,low
sub_0016,sub_0021,assignment_002,0.4,0.0588,0.8883,1,0.02,0.01,0,1,0,low
sub_0016,sub_1011,assignment_002,0.4706,0.2727,0.534,65,0.26,0.82,13,87,0,low
sub_0016,sub_1012,assignment_002,0.4,0.0714,0.6553,61,0.24,0.79,12,85,0,low
sub_0016,sub_1013,assignment_002,0.381,0.1333,0.6505,69,0.27,0.85,14,89,0,low
sub_0016,sub_1014,assignment_002,0.3182,0.1333,0.7427,63,0.25,0.8,11,84,0,low
sub_0016,sub_1015,assignment_002,0.28,0.1111,0.8879,58,0.22,0.76,10,81,0,low
sub_0016,sub_1016,assignment_002,0.2692,0.1111,1.0,67,0.26,0.83,13,88,0,low
sub_0016,sub_1017,assignment_002,0.619,0.25,0.8841,60,0.23,0.78,11,82,0,medium
sub_0016,sub_1018,assignment_002,0.619,0.3333,0.7715,64,0.25,0.81,12,86,0,medium
sub_0016,sub_1019,assignment_002,0.4231,0.1176,0.9951,62,0.24,0.77,10,83,0,low
sub_0016,sub_1020,assignment_002,0.32,0.125,0.9369,68,0.26,0.84,14,90,0,low
sub_0017,sub_0018,assignment_002,0.4706,0.1538,0.9408,6,0.05,0.01,1,3,0,low
sub_0017,sub_0019,assignment_002,0.45,0.2,0.5824,2,0.02,0.02,1,4,0,low
sub_0017,sub_0020,assignment_002,0.4091,0.1333,0.76,3,0.02,0.02,0,1,0,low
sub_0017,sub_0021,assignment_002,0.4091,0.0667,0.8306,8,0.07,0.03,1,7,0,low
sub_0017,sub_1011,assignment_002,0.6154,0.2,0.7237,56,0.17,0.78,12,79,0,medium
sub_0017,sub_1012,assignment_002,0.5,0.0833,0.8882,52,0.15,0.75,11,77,0,low
sub_0017,sub_1013,assignment_002,0.4706,0.25,0.8816,60,0.18,0.81,13,81,0,low
sub_0017,sub_1014,assignment_002,0.5625,0.25,0.9935,54,0.16,0.76,10,76,0,low
sub_0017,sub_1015,assignment_002,0.4,0.0588,0.6552,49,0.13,0.72,9,73,0,low
sub_0017,sub_1016,assignment_002,0.3182,0.2,0.7379,58,0.17,0.79,12,80,0,low
sub_0017,sub_1017,assignment_002,0.4286,0.2,0.6524,51,0.14,0.74,10,74,0,low
sub_0017,sub_1018,assignment_002,0.3636,0.125,0.5693,55,0.16,0.77,11,78,0,low
sub_0017,sub_1019,assignment_002,0.375,0.2143,0.7415,53,0.15,0.73,9,75,0,low
sub_0017,sub_1020,assignment_002,0.381,0.2308,0.7876,59,0.17,0.8,13,82,0,low
sub_0018,sub_0019,assignment_002,0.3043,0.1176,0.5479,8,0.07,0.03,2,7,0,low
sub_0018,sub_0020,assignment_002,0.28,0.2,0.715,3,0.03,0.01,1,2,0,low
sub_0018,sub_0021,assignment_002,0.4545,0.0625,0.7814,2,0.02,0.02,0,4,0,low
sub_0018,sub_1011,assignment_002,0.4667,0.3,0.7692,62,0.22,0.79,13,82,0,low
sub_0018,sub_1012,assignment_002,0.3889,0.0769,0.9441,58,0.2,0.76,12,80,0,low
sub_0018,sub_1013,assignment_002,0.3684,0.1429,0.9371,66,0.23,0.82,14,84,0,low
sub_0018,sub_1014,assignment_002,0.5294,0.1429,0.9346,60,0.21,0.77,11,79,0,low
sub_0018,sub_1015,assignment_002,0.381,0.1176,0.6164,55,0.18,0.73,10,76,0,low
sub_0018,sub_1016,assignment_002,0.3043,0.1176,0.6942,64,0.22,0.8,13,83,0,low
sub_0018,sub_1017,assignment_002,0.2917,0.1176,0.6137,57,0.19,0.75,11,77,0,low
sub_0018,sub_1018,assignment_002,0.3478,0.1875,0.5356,61,0.21,0.78,12,81,0,low
sub_0018,sub_1019,assignment_002,0.2593,0.125,0.6976,59,0.2,0.74,10,78,0,low
sub_0018,sub_1020,assignment_002,0.3043,0.1333,0.7409,65,0.22,0.81,14,85,0,low
sub_0019,sub_0020,assignment_002,0.5,0.1053,0.7663,5,0.04,0.04,1,5,0,low
sub_0019,sub_0021,assignment_002,0.3846,0.0526,0.7011,10,0.09,0.05,2,11,0,low
sub_0019,sub_1011,assignment_002,0.4444,0.1429,0.4215,54,0.15,0.76,11,75,0,low
sub_0019,sub_1012,assignment_002,0.381,0.0625,0.5172,50,0.13,0.73,10,73,0,low
sub_0019,sub_1013,assignment_002,0.4286,0.1875,0.5134,58,0.16,0.79,12,77,0,low
sub_0019,sub_1014,assignment_002,0.3043,0.1176,0.5862,52,0.14,0.74,9,72,0,low
sub_0019,sub_1015,assignment_002,0.32,0.0476,0.8889,47,0.11,0.7,8,69,0,low
sub_0019,sub_1016,assignment_002,0.3077,0.1579,0.7893,56,0.15,0.77,11,76,0,low
sub_0019,sub_1017,assignment_002,0.9444,0.5714,0.8927,49,0.12,0.72,9,70,0,high
sub_0019,sub_1018,assignment_002,0.75,0.2222,0.9775,53,0.14,0.75,10,74,0,medium
sub_0019,sub_1019,assignment_002,0.5833,0.1667,0.7854,51,0.13,0.71,8,71,0,low
sub_0019,sub_1020,assignment_002,0.4783,0.1765,0.7395,57,0.15,0.78,12,78,0,low
sub_0020,sub_0021,assignment_002,0.4615,0.0556,0.915,5,0.05,0.01,1,6,0,low
sub_0020,sub_1011,assignment_002,0.4,0.25,0.55,59,0.19,0.8,12,80,0,low
sub_0020,sub_1012,assignment_002,0.3478,0.0667,0.675,55,0.17,0.77,11,78,0,low
sub_0020,sub_1013,assignment_002,0.5238,0.2,0.67,63,0.2,0.83,13,82,0,low
sub_0020,sub_1014,assignment_002,0.4545,0.125,0.765,57,0.18,0.78,10,77,0,low
sub_0020,sub_1015,assignment_002,0.2963,0.1053,0.8621,52,0.15,0.74,9,74,0,low
sub_0020,sub_1016,assignment_002,0.2857,0.1053,0.9709,61,0.19,0.81,12,81,0,low
sub_0020,sub_1017,assignment_002,0.48,0.1053,0.8584,54,0.16,0.76,10,75,0,low
sub_0020,sub_1018,assignment_002,0.3704,0.1667,0.7491,58,0.18,0.79,11,79,0,low
sub_0020,sub_1019,assignment_002,0.9048,0.25,0.9756,56,0.17,0.75,9,76,0,high
sub_0020,sub_1020,assignment_002,0.7143,0.1176,0.965,62,0.19,0.82,13,83,0,medium
sub_0021,sub_1011,assignment_002,0.4,0.0769,0.6011,64,0.24,0.81,13,86,0,low
sub_0021,sub_1012,assignment_002,0.3478,0.0714,0.7377,60,0.22,0.78,12,84,0,low
sub_0021,sub_1013,assignment_002,0.3913,0.0625,0.7322,68,0.25,0.84,14,88,0,low
sub_0021,sub_1014,assignment_002,0.4545,0.0625,0.8361,62,0.23,0.79,11,83,0,low
sub_0021,sub_1015,assignment_002,0.2963,0.0526,0.7888,57,0.2,0.75,10,80,0,low
sub_0021,sub_1016,assignment_002,0.2857,0.0526,0.8883,66,0.24,0.82,13,87,0,low
sub_0021,sub_1017,assignment_002,0.3704,0.0526,0.7854,59,0.21,0.77,11,81,0,low
sub_0021,sub_1018,assignment_002,0.4231,0.0526,0.6854,63,0.23,0.8,12,85,0,low
sub_0021,sub_1019,assignment_002,0.4286,0.0556,0.8927,61,0.22,0.76,10,82,0,low
sub_0021,sub_1020,assignment_002,0.5652,0.0588,0.9482,67,0.24,0.83,14,89,0,low
sub_1011,sub_1012,assignment_002,0.5,0.1,0.8148,4,0.02,0.03,1,2,1,low
sub_1011,sub_1013,assignment_002,0.4667,0.1818,0.8209,4,0.01,0.03,1,2,1,low
sub_1011,sub_1014,assignment_002,0.4667,0.1818,0.719,2,0.01,0.02,2,3,1,low
sub_1011,sub_1015,assignment_002,0.3889,0.1429,0.4741,7,0.04,0.06,3,6,1,low
sub_1011,sub_1016,assignment_002,0.3684,0.1429,0.534,2,0.0,0.01,0,1,1,low
sub_1011,sub_1017,assignment_002,0.4211,0.1429,0.4721,5,0.03,0.04,2,5,1,low
sub_1011,sub_1018,assignment_002,0.4211,0.2308,0.412,1,0.01,0.01,1,1,1,low
sub_1011,sub_1019,assignment_002,0.3636,0.1538,0.5366,3,0.02,0.05,3,4,1,low
sub_1011,sub_1020,assignment_002,0.4444,0.1667,0.5699,3,0.0,0.02,1,3,1,low
sub_1012,sub_1013,assignment_002,0.3889,0.0769,0.9926,8,0.03,0.06,2,4,1,low
sub_1012,sub_1014,assignment_002,0.3158,0.0769,0.8824,2,0.01,0.01,1,1,1,low
sub_1012,sub_1015,assignment_002,0.2727,0.0625,0.5819,3,0.02,0.03,2,4,1,low
sub_1012,sub_1016,assignment_002,0.3182,0.0625,0.6553,6,0.02,0.04,1,3,1,low
sub_1012,sub_1017,assignment_002,0.3636,0.0625,0.5794,1,0.01,0.01,1,3,1,low
sub_1012,sub_1018,assignment_002,0.3043,0.0625,0.5056,3,0.01,0.02,0,1,1,low
sub_1012,sub_1019,assignment_002,0.32,0.0667,0.6585,1,0.0,0.02,2,2,1,low
sub_1012,sub_1020,assignment_002,0.3182,0.0714,0.6995,7,0.02,0.05,2,5,1,low
sub_1013,sub_1014,assignment_002,0.5294,0.1429,0.8758,6,0.02,0.05,3,5,1,low
sub_1013,sub_1015,assignment_002,0.3182,0.0556,0.5776,11,0.05,0.09,4,8,1,low
sub_1013,sub_1016,assignment_002,0.3043,0.1875,0.6505,2,0.01,0.02,1,1,1,low
sub_1013,sub_1017,assignment_002,0.4091,0.1875,0.5751,9,0.04,0.07,3,7,1,low
sub_1013,sub_1018,assignment_002,0.2917,0.1176,0.5019,5,0.02,0.04,2,3,1,low
sub_1013,sub_1019,assignment_002,0.4783,0.2857,0.6537,7,0.03,0.08,4,6,1,low
sub_1013,sub_1020,assignment_002,0.4286,0.2143,0.6943,1,0.01,0.01,0,1,1,low
sub_1014,sub_1015,assignment_002,0.381,0.0556,0.6595,5,0.03,0.04,1,3,1,low
sub_1014,sub_1016,assignment_002,0.3043,0.1176,0.7427,4,0.01,0.03,2,4,1,low
sub_1014,sub_1017,assignment_002,0.2917,0.1176,0.6567,3,0.02,0.02,0,2,1,low
sub_1014,sub_1018,assignment_002,0.2917,0.1176,0.573,1,0.0,0.01,1,2,1,low
sub_1014,sub_1019,assignment_002,0.4167,0.125,0.7463,1,0.01,0.03,1,1,1,low
sub_1014,sub_1020,assignment_002,0.5,0.1333,0.7927,5,0.01,0.04,3,6,1,low
sub_1015,sub_1016,assignment_002,0.5714,0.0476,0.8879,9,0.04,0.07,3,7,1,low
sub_1015,sub_1017,assignment_002,0.3077,0.0476,0.9957,2,0.01,0.02,1,1,1,low
sub_1015,sub_1018,assignment_002,0.3077,0.1,0.8689,6,0.03,0.05,2,5,1,low
sub_1015,sub_1019,assignment_002,0.2759,0.05,0.8836,4,0.02,0.01,0,2,1,low
sub_1015,sub_1020,assignment_002,0.32,0.0526,0.8319,10,0.04,0.08,4,9,1,low
sub_1016,sub_1017,assignment_002,0.2963,0.1579,0.8841,7,0.03,0.05,2,6,1,low
sub_1016,sub_1018,assignment_002,0.2963,0.1,0.7715,3,0.01,0.02,1,2,1,low
sub_1016,sub_1019,assignment_002,0.2667,0.1667,0.9951,5,0.02,0.06,3,5,1,low
sub_1016,sub_1020,assignment_002,0.3077,0.1765,0.9369,1,0.0,0.01,1,2,1,low
sub_1017,sub_1018,assignment_002,0.7143,0.2222,0.8727,4,0.02,0.03,1,4,1,medium
sub_1017,sub_1019,assignment_002,0.56,0.1667,0.8798,2,0.01,0.01,1,1,1,low
sub_1017,sub_1020,assignment_002,0.5217,0.1765,0.8283,8,0.03,0.06,3,8,1,low
sub_1018,sub_1019,assignment_002,0.4444,0.1053,0.7678,2,0.01,0.04,2,3,1,low
sub_1018,sub_1020,assignment_002,0.4583,0.1111,0.7228,4,0.01,0.03,2,4,1,low
sub_1019,sub_1020,assignment_002,0.6522,0.1875,0.9415,6,0.02,0.07,4,7,1,medium
sub_0022,sub_0023,assignment_003,0.25,0.0714,0.6685,1,0.05,0.01,1,2,0,low
sub_0022,sub_0024,assignment_003,0.2381,0.0667,0.6375,6,0.01,0.02,0,4,0,low
sub_0022,sub_0025,assignment_003,0.2439,0.0345,0.5113,4,0.08,0.03,1,4,0,low
sub_0022,sub_0026,assignment_003,0.2222,0.0385,0.6832,8,0.03,0.0,1,10,0,low
sub_0022,sub_0027,assignment_003,0.3333,0.0833,0.8629,1,0.09,0.02,2,6,0,low
sub_0022,sub_0028,assignment_003,0.2778,0.0714,0.6927,10,0.07,0.01,2,17,0,low
sub_0022,sub_0029,assignment_003,0.2381,0.0714,0.7251,2,0.04,0.01,1,2,0,low
sub_0022,sub_0030,assignment_003,0.3333,0.08,0.8,5,0.02,0.02,0,5,0,low
sub_0022,sub_0031,assignment_003,0.3548,0.0833,0.75,7,0.01,0.0,0,12,0,low
sub_0022,sub_0032,assignment_003,0.2821,0.0741,0.6613,0,0.07,0.03,1,5,0,low
sub_0022,sub_0033,assignment_003,1.0,1.0,1.0,3,0.03,0.01,1,3,0,high
sub_0022,sub_1021,assignment_003,0.2143,0.069,0.6049,43,0.25,0.78,10,77,0,low
sub_0022,sub_1022,assignment_003,0.25,0.0667,0.6613,47,0.29,0.85,12,82,0,low
sub_0022,sub_1023,assignment_003,0.25,0.037,0.723,39,0.21,0.73,8,73,0,low
sub_0022,sub_1024,assignment_003,0.2703,0.0345,0.5863,45,0.27,0.81,11,80,0,low
sub_0022,sub_1025,assignment_003,0.3438,0.0833,0.8105,34,0.18,0.7,7,69,0,low
sub_0022,sub_1026,assignment_003,0.3871,0.0833,0.9538,42,0.23,0.76,9,75,0,low
sub_0022,sub_1027,assignment_003,0.3235,0.0769,0.8953,37,0.2,0.72,8,71,0,low
sub_0022,sub_1028,assignment_003,0.2973,0.0769,0.8857,46,0.26,0.83,11,81,0,low
sub_0022,sub_1029,assignment_003,0.3056,0.0769,0.8267,41,0.22,0.75,9,74,0,low
sub_0022,sub_1030,assignment_003,0.2778,0.0769,0.8464,49,0.31,0.87,13,84,0,low
sub_0023,sub_0024,assignment_003,0.2245,0.0588,0.9537,5,0.04,0.01,1,6,0,low
sub_0023,sub_0025,assignment_003,0.2826,0.0303,0.7649,3,0.03,0.02,0,2,0,low
sub_0023,sub_0026,assignment_003,0.3684,0.1071,0.9784,7,0.08,0.01,2,12,0,low
sub_0023,sub_0027,assignment_003,0.3333,0.0714,0.5768,2,0.04,0.01,1,4,0,low
sub_0023,sub_0028,assignment_003,0.3846,0.0968,0.965,9,0.12,0.02,3,19,0,low
sub_0023,sub_0029,assignment_003,0.5,0.3077,0.9218,1,0.01,0.0,0,4,0,low
sub_0023,sub_0030,assignment_003,0.2381,0.069,0.8356,4,0.03,0.01,1,7,0,low
sub_0023,sub_0031,assignment_003,0.3889,0.0714,0.5013,6,0.06,0.01,1,14,0,low
sub_0023,sub_0032,assignment_003,0.381,0.2222,0.9893,1,0.02,0.02,0,3,0,low
sub_0023,sub_0033,assignment_003,0.25,0.0714,0.6685,2,0.02,0.0,0,5,0,low
sub_0023,sub_1021,assignment_003,0.3721,0.25,0.9049,44,0.3,0.79,11,79,0,low
sub_0023,sub_1022,assignment_003,0.2609,0.0588,0.9893,48,0.34,0.86,13,84,0,low
sub_0023,sub_1023,assignment_003,0.325,0.28,0.9245,40,0.26,0.74,9,75,0,low
sub_0023,sub_1024,assignment_003,0.3415,0.0303,0.8771,46,0.32,0.82,12,82,0,low
sub_0023,sub_1025,assignment_003,0.3077,0.0714,0.5418,35,0.23,0.71,8,71,0,low
sub_0023,sub_1026,assignment_003,0.3784,0.0714,0.7008,43,0.28,0.77,10,77,0,low
sub_0023,sub_1027,assignment_003,0.5143,0.3333,0.7466,38,0.25,0.73,9,73,0,low
sub_0023,sub_1028,assignment_003,0.3023,0.0667,0.7547,47,0.31,0.84,12,83,0,low
sub_0023,sub_1029,assignment_003,0.4103,0.2308,0.8086,42,0.27,0.76,10,76,0,low
sub_0023,sub_1030,assignment_003,0.4211,0.0667,0.7898,50,0.36,0.88,14,86,0,low
sub_0024,sub_0025,assignment_003,0.1961,0.0286,0.8021,2,0.07,0.01,1,8,0,low
sub_0024,sub_0026,assignment_003,0.125,0.0312,0.9332,2,0.04,0.02,1,6,0,low
sub_0024,sub_0027,assignment_003,0.2558,0.0667,0.5501,7,0.08,0.0,2,10,0,low
sub_0024,sub_0028,assignment_003,0.2444,0.0588,0.9203,4,0.08,0.03,2,13,0,low
sub_0024,sub_0029,assignment_003,0.24,0.0588,0.8792,4,0.03,0.01,1,2,0,low
sub_0024,sub_0030,assignment_003,0.2273,0.0645,0.7969,1,0.01,0.0,0,1,0,low
sub_0024,sub_0031,assignment_003,0.3,0.1034,0.4781,1,0.02,0.02,0,8,0,low
sub_0024,sub_0032,assignment_003,0.25,0.0606,0.964,6,0.06,0.01,1,9,0,low
sub_0024,sub_0033,assignment_003,0.2381,0.0667,0.6375,3,0.02,0.01,1,1,0,low
sub_0024,sub_1021,assignment_003,0.525,0.1212,0.9488,49,0.26,0.8,10,73,0,low
sub_0024,sub_1022,assignment_003,0.6667,0.3571,0.964,53,0.3,0.87,12,78,0,medium
sub_0024,sub_1023,assignment_003,0.1957,0.0303,0.8817,45,0.22,0.75,8,69,0,low
sub_0024,sub_1024,assignment_003,0.1875,0.0286,0.9196,51,0.28,0.83,11,76,0,low
sub_0024,sub_1025,assignment_003,0.2927,0.0667,0.5167,40,0.19,0.72,7,65,0,low
sub_0024,sub_1026,assignment_003,0.2619,0.0667,0.6684,48,0.24,0.78,9,71,0,low
sub_0024,sub_1027,assignment_003,0.2222,0.0625,0.7121,43,0.21,0.74,8,67,0,low
sub_0024,sub_1028,assignment_003,0.3488,0.2143,0.7198,52,0.27,0.85,11,77,0,low
sub_0024,sub_1029,assignment_003,0.2391,0.0968,0.7712,47,0.23,0.77,9,70,0,low
sub_0024,sub_1030,assignment_003,0.3023,0.2143,0.7532,55,0.32,0.89,13,80,0,low
sub_0025,sub_0026,assignment_003,0.2326,0.069,0.7485,4,0.11,0.03,2,14,0,low
sub_0025,sub_0027,assignment_003,0.2326,0.0345,0.4412,5,0.01,0.01,1,2,0,low
sub_0025,sub_0028,assignment_003,0.2791,0.0303,0.7381,6,0.15,0.04,3,21,0,low
sub_0025,sub_0029,assignment_003,0.2979,0.0303,0.7052,2,0.04,0.02,0,6,0,low
sub_0025,sub_0030,assignment_003,0.2326,0.0333,0.6392,1,0.06,0.01,1,9,0,low
sub_0025,sub_0031,assignment_003,0.2439,0.0345,0.3835,3,0.09,0.03,1,16,0,low
sub_0025,sub_0032,assignment_003,0.2826,0.0312,0.7732,4,0.01,0.0,0,1,0,low
sub_0025,sub_0033,assignment_003,0.2439,0.0345,0.5113,1,0.05,0.02,0,7,0,low
sub_0025,sub_1021,assignment_003,0.2245,0.0294,0.8454,47,0.33,0.81,11,81,0,low
sub_0025,sub_1022,assignment_003,0.2041,0.0286,0.7732,51,0.37,0.88,13,86,0,low
sub_0025,sub_1023,assignment_003,0.4595,0.0667,0.7072,43,0.29,0.76,9,77,0,low
sub_0025,sub_1024,assignment_003,0.4737,0.2593,0.8722,49,0.35,0.84,12,84,0,low
sub_0025,sub_1025,assignment_003,0.4054,0.0345,0.4144,38,0.26,0.73,8,73,0,low
sub_0025,sub_1026,assignment_003,0.4054,0.0714,0.5361,46,0.31,0.79,10,79,0,low
sub_0025,sub_1027,assignment_003,0.2558,0.0323,0.5711,41,0.28,0.75,9,75,0,low
sub_0025,sub_1028,assignment_003,0.2391,0.0323,0.5773,50,0.34,0.86,12,85,0,low
sub_0025,sub_1029,assignment_003,0.3023,0.0323,0.6186,45,0.3,0.78,10,78,0,low
sub_0025,sub_1030,assignment_003,0.3095,0.0323,0.6041,53,0.39,0.9,14,88,0,low
sub_0026,sub_0027,assignment_003,0.3143,0.0385,0.5895,9,0.12,0.02,3,16,0,low
sub_0026,sub_0028,assignment_003,0.2973,0.0333,0.9862,2,0.04,0.01,1,7,0,low
sub_0026,sub_0029,assignment_003,0.3171,0.069,0.9421,6,0.07,0.01,2,8,0,low
sub_0026,sub_0030,assignment_003,0.2105,0.037,0.854,3,0.05,0.02,1,5,0,low
sub_0026,sub_0031,assignment_003,0.4194,0.0385,0.5124,1,0.02,0.0,1,2,0,low
sub_0026,sub_0032,assignment_003,0.3333,0.0345,0.968,8,0.1,0.03,2,15,0,low
sub_0026,sub_0033,assignment_003,0.2222,0.0385,0.6832,5,0.06,0.01,2,7,0,low
sub_0026,sub_1021,assignment_003,0.2619,0.1034,0.8854,51,0.22,0.78,9,67,0,low
sub_0026,sub_1022,assignment_003,0.1818,0.0312,0.968,55,0.26,0.85,11,72,0,low
sub_0026,sub_1023,assignment_003,0.4688,0.16,0.9449,47,0.18,0.73,7,63,0,low
sub_0026,sub_1024,assignment_003,0.3243,0.069,0.8582,53,0.24,0.81,10,70,0,low
sub_0026,sub_1025,assignment_003,0.25,0.0385,0.5537,42,0.15,0.7,6,59,0,low
sub_0026,sub_1026,assignment_003,0.25,0.0385,0.7163,50,0.2,0.76,8,65,0,low
sub_0026,sub_1027,assignment_003,0.5667,0.1154,0.7631,45,0.17,0.72,7,61,0,low
sub_0026,sub_1028,assignment_003,0.25,0.0357,0.7713,54,0.23,0.83,10,71,0,low
sub_0026,sub_1029,assignment_003,0.3611,0.0357,0.8264,49,0.19,0.75,8,64,0,low
sub_0026,sub_1030,assignment_003,0.2308,0.0357,0.8072,57,0.28,0.87,12,74,0,low
sub_0027,sub_0028,assignment_003,0.3333,0.0714,0.5978,11,0.16,0.03,4,23,0,low
sub_0027,sub_0029,assignment_003,0.3171,0.0714,0.6257,3,0.05,0.01,1,8,0,low
sub_0027,sub_0030,assignment_003,0.3143,0.08,0.6903,6,0.07,0.0,2,11,0,low
sub_0027,sub_0031,assignment_003,0.375,0.0833,0.8692,8,0.1,0.02,2,18,0,low
sub_0027,sub_0032,assignment_003,0.3333,0.0741,0.5707,1,0.02,0.01,1,1,0,low
sub_0027,sub_0033,assignment_003,0.3333,0.0833,0.8629,4,0.06,0.01,1,9,0,low
sub_0027,sub_1021,assignment_003,0.2927,0.069,0.522,42,0.34,0.8,12,83,0,low
sub_0027,sub_1022,assignment_003,0.3333,0.0667,0.5707,46,0.38,0.87,14,88,0,low
sub_0027,sub_1023,assignment_003,0.3056,0.037,0.6239,38,0.3,0.75,10,79,0,low
sub_0027,sub_1024,assignment_003,0.2564,0.0345,0.5059,44,0.36,0.83,13,86,0,low
sub_0027,sub_1025,assignment_003,0.5517,0.3,0.9393,33,0.27,0.72,9,75,0,low
sub_0027,sub_1026,assignment_003,0.4062,0.0833,0.8231,41,0.32,0.78,11,81,0,low
sub_0027,sub_1027,assignment_003,0.3824,0.12,0.7726,36,0.29,0.74,10,77,0,low
sub_0027,sub_1028,assignment_003,0.5625,0.0769,0.7643,45,0.35,0.85,13,87,0,low
sub_0027,sub_1029,assignment_003,0.4,0.0769,0.7133,40,0.31,0.77,11,80,0,low
sub_0027,sub_1030,assignment_003,0.2973,0.0769,0.7304,48,0.4,0.89,15,90,0,low
sub_0028,sub_0029,assignment_003,0.3023,0.0625,0.9553,8,0.11,0.02,3,15,0,low
sub_0028,sub_0030,assignment_003,0.2632,0.069,0.8659,5,0.09,0.03,2,12,0,low
sub_0028,sub_0031,assignment_003,0.3529,0.0714,0.5196,3,0.06,0.01,2,5,0,low
sub_0028,sub_0032,assignment_003,0.35,0.1,0.9547,10,0.14,0.04,3,22,0,low
sub_0028,sub_0033,assignment_003,0.2778,0.0714,0.6927,7,0.1,0.02,3,14,0,low
sub_0028,sub_1021,assignment_003,0.3095,0.0606,0.8732,53,0.18,0.77,8,60,0,low
sub_0028,sub_1022,assignment_003,0.2558,0.0588,0.9547,57,0.22,0.84,10,65,0,low
sub_0028,sub_1023,assignment_003,0.2564,0.0323,0.9581,49,0.14,0.72,6,56,0,low
sub_0028,sub_1024,assignment_003,0.3077,0.0303,0.8463,55,0.2,0.8,9,63,0,low
sub_0028,sub_1025,assignment_003,0.3056,0.0714,0.5615,44,0.11,0.69,5,52,0,low
sub_0028,sub_1026,assignment_003,0.3824,0.0714,0.7263,52,0.16,0.75,7,58,0,low
sub_0028,sub_1027,assignment_003,0.4,0.0667,0.7737,47,0.13,0.71,6,54,0,low
sub_0028,sub_1028,assignment_003,0.3333,0.0667,0.7821,56,0.19,0.82,9,64,0,low
sub_0028,sub_1029,assignment_003,0.3421,0.0667,0.838,51,0.15,0.74,7,57,0,low
sub_0028,sub_1030,assignment_003,0.3158,0.0667,0.8184,59,0.24,0.86,11,67,0,low
sub_0029,sub_0030,assignment_003,0.2558,0.069,0.9064,3,0.02,0.01,1,3,0,low
sub_0029,sub_0031,assignment_003,0.4054,0.0714,0.5439,5,0.05,0.01,1,10,0,low
sub_0029,sub_0032,assignment_003,0.5385,0.2692,0.912,2,0.03,0.02,0,7,0,low
sub_0029,sub_0033,assignment_003,0.2381,0.0714,0.7251,1,0.01,0.0,0,1,0,low
sub_0029,sub_1021,assignment_003,0.3556,0.2069,0.8341,45,0.29,0.79,11,75,0,low
sub_0029,sub_1022,assignment_003,0.2766,0.0588,0.912,49,0.33,0.86,13,80,0,low
sub_0029,sub_1023,assignment_003,0.375,0.1852,0.9971,41,0.25,0.74,9,71,0,low
sub_0029,sub_1024,assignment_003,0.3256,0.0303,0.8085,47,0.31,0.82,12,78,0,low
sub_0029,sub_1025,assignment_003,0.325,0.0714,0.5877,36,0.22,0.71,8,67,0,low
sub_0029,sub_1026,assignment_003,0.4722,0.0714,0.7602,44,0.27,0.77,10,73,0,low
sub_0029,sub_1027,assignment_003,0.5278,0.4545,0.8099,39,0.24,0.73,9,69,0,low
sub_0029,sub_1028,assignment_003,0.3488,0.0667,0.8187,48,0.3,0.84,12,79,0,low
sub_0029,sub_1029,assignment_003,0.5,0.2308,0.8772,43,0.26,0.76,10,72,0,low
sub_0029,sub_1030,assignment_003,0.5556,0.1034,0.8567,51,0.35,0.88,14,82,0,low
sub_0030,sub_0031,assignment_003,0.2941,0.08,0.6,2,0.03,0.02,0,7,0,low
sub_0030,sub_0032,assignment_003,0.3,0.0714,0.8267,5,0.05,0.01,1,10,0,low
sub_0030,sub_0033,assignment_003,0.3333,0.08,0.8,2,0.01,0.01,1,2,0,low
sub_0030,sub_1021,assignment_003,0.325,0.0667,0.7561,48,0.27,0.8,10,72,0,low
sub_0030,sub_1022,assignment_003,0.2683,0.0645,0.8267,52,0.31,0.87,12,77,0,low
sub_0030,sub_1023,assignment_003,0.3056,0.0357,0.9038,44,0.23,0.75,8,68,0,low
sub_0030,sub_1024,assignment_003,0.1951,0.0333,0.7329,50,0.29,0.83,11,75,0,low
sub_0030,sub_1025,assignment_003,0.3235,0.08,0.6484,39,0.2,0.72,7,64,0,low
sub_0030,sub_1026,assignment_003,0.2857,0.08,0.8387,47,0.25,0.78,9,70,0,low
sub_0030,sub_1027,assignment_003,0.3056,0.0741,0.8935,42,0.22,0.74,8,66,0,low
sub_0030,sub_1028,assignment_003,0.3158,0.0741,0.9032,51,0.28,0.85,11,76,0,low
